Recipient,State,Municipality,Type,Address,School offering early childhood education,Cação or anjo?
VIGILÂNCIA SANITÁRIA,Rio Grande do Sul,Santa Cruz do Sul,Healthcare,"Rua Ernesto Alves, no 746",,anjo
VILA CENTRAL,Rio Grande do Sul,Gravataí,School,"Rua Venezuela, nº 85 - Vila Cruzeiro",,anjo
VILA NEÓPOLIS,Rio Grande do Sul,Gravataí,School,"Rua Paraná, n° 17 - Pda. 70 - Passo do Hilário",,anjo
VILA UNIÃO,Rio Grande do Sul,Porto Alegre,School,"Av. 21 de Abril, 1470",YES,anjo
VINÍCIUS DE MORAES,Rio Grande do Sul,Gravataí,School,"Travessa João Maia, nº 77 – Pda. 97 – Jardim do Cedro/RS 030",,anjo
VIRGÍNIA SOARES (PROFª),Santa Catarina,Joinville,School,"R.: Princesa Mafalda, 468",,cação
VITO CARMINE CERBASI PROFESSOR,São Paulo,Sumaré,School,N/A,YES,cação
VÓ ANA,Rio Grande do Sul,Porto Alegre,School,"R. G, 200 Mário Quintana",YES,anjo
VÓ BELINHA,Rio Grande do Sul,Porto Alegre,School,"R. Pedro Golombiewiski, 353 Mapa",YES,anjo
VÓ MARIA,Rio Grande do Sul,Porto Alegre,School,"Rua Orfanotrófio, 54 beco 14",YES,anjo
VOVÔ CAZEMIRO,Rio Grande do Sul,Porto Alegre,School,"R. Cruzeiro do Sul, 702",YES,anjo
VOVÓ CECÍLIA,Espírito Santo,Vila Velha,School,"Rua Prudente de Morais, 792",YES,cação
VOVO CINHA,Rio de Janeiro,Cabo Frio,School,"Av. Vitor Rocha, 85 - Parque Burle",YES,cação
VOVÓ IDA,Rio Grande do Sul,Porto Alegre,School,"R. Dona Firmina, 1582",YES,anjo
VOVO OLIVIA,Rio de Janeiro,Cabo Frio,School,"Rua Lourival Franco de Oliveira, nº 112 - Jardim Esperança",YES,cação
WADIH JORGE MALUF,São Paulo,Sumaré,School,N/A,YES,cação
WALDEMIRA TERESA DE JESUS,Rio de Janeiro,Cabo Frio,School,"Rua Roma, nº 01 – Jd. Excelsior",,cação
WANDA FELIX DE ANDRADE PROFESSORA,São Paulo,Sumaré,School,N/A,YES,cação
WANDA M.ª NOGUEIRA GONÇALVES,Rio de Janeiro,Cabo Frio,School,"Estrada de Búzios, 100 Jardim Esperança",,cação
WANDA PEREIRA ROQUE,Rio de Janeiro,Cabo Frio,School,"Rua dos Marimbas, s/nº - Samburá - 2º Distrito",,cação
WITTICH FREITAG (PREF.),Santa Catarina,Joinville,School,"Av.: Miguel Alves Castanha, s/nº",,cação
XAROPINHO,Rio Grande do Sul,Porto Alegre,School,"R. G, quadra F, 1001 Mário Quintana",YES,anjo
YOLANDA LUCAS DA SILVA,Espírito Santo,Vitória,School,"R. Canoeiros, 339 - Inhanguetá - 29023-165",,cação
YONE NOGUEIRA,Rio de Janeiro,Cabo Frio,School,"Rua das Tainhas, s/nº, Cajueiro",,cação
ZÉ CARIOCA,Santa Catarina,Joinville,School,"R.: Voluntários da Pátria, 110",,cação
ZÉLIA VIANNA DE AGUIAR,Espírito Santo,Vitória,School,"R. José Farias, s/n° - Santa Luíza 29045-300",,cação
ZÉLIO JOTHA,Rio de Janeiro,Cabo Frio,School,"Av. Joaquim Nogueira, 812 - São Cristóvão",,cação
ZENAIDE GENOVEVA MARCARINI CALVALCANTI,Espírito Santo,Vitória,School,"R. Dr. Pedro Feu Rosa, s/n - Jardim da Penha - 29060-730",,cação
ZILDA ANDRADE,Espírito Santo,Vitória,School,"Av. Hermínio Blackman, 778 - Bairro da Penha - 29047-165",,cação
ZILDA ARNS NEUMANN,Santa Catarina,Joinville,School,"R.: Laranjal, s/nº",,cação
ZILMAR ALVES DE MELLO,Espírito Santo,Vitória,School,"R. João Cont, 120 Nova Palestina 29032-357",,cação
ZORAIDE PROENCA KAYSEL PROFESSORA,São Paulo,Sumaré,School,N/A,YES,cação
ZULMA DO ROSÁRIO MIRANDA (PROFª),Santa Catarina,Joinville,School,"R.: das Cabeleireiras, 101",,cação
HOSPITAL CRISTIANO MACHADO,Minas Gerais,Sabará,Healthcare,"R. Santana, 600 - Santo Antonio (Roca Grande) Sabará - MG",,cação
HOSPITAL GALBA VELOSO,Minas Gerais,Belo Horizonte,Healthcare,"Rua Conde Pereira Carneiro, 364 - Gameleira, Belo Horizonte - MG",,cação
HOSPITAL JÚLIA KUBITSCHEK,Minas Gerais,Belo Horizonte,Healthcare,"R. Dr. Cristiano Rezende, 2745 - Milionários, Belo Horizonte - MG",,cação
ADMINISTRAÇÃO CENTRAL,Minas Gerais,Belo Horizonte,Healthcare,"Alameda Vereador Álvaro Celso, 100 - Centro, Belo Horizonte - MG",,cação
CENTRO PSÍQUICO DE ADOLESCÊNCIA E DE INFÂNCIA,Minas Gerais,Belo Horizonte,Healthcare,"R. Padre Marinho, 150 - Santa Efigênia, Belo Horizonte - MG",,cação
INSTITUTO RAUL SOARES,Minas Gerais,Belo Horizonte,Healthcare,"Av. do Contorno, 3017 - Santa Efigênia, Belo Horizonte - MG",,cação
HOSPITAL INFANTIL JOÃO PAULO II,Minas Gerais,Belo Horizonte,Healthcare,"Alameda Ezequiel Dias, 345 - Centro, Belo Horizonte - MG",,cação
HOSPITAL MARIA AMÉLIA LINS,Minas Gerais,Belo Horizonte,Healthcare,"Rua dos Otoni, 772 - Santa Efigênia, Belo Horizonte - MG",,cação
HOSPITAL ALBERTO CAVALCANTI,Minas Gerais,Belo Horizonte,Healthcare,"R. Camilo de Brito, 636 - Padre Eustáquio, Belo Horizonte - MG",,cação
MATERNIDADE ODETE VALADARES,Minas Gerais,Belo Horizonte,Healthcare,"Av. do Contorno, 9494 - Prado, Belo Horizonte - MG",,cação
HOSPITAL JOÃO XXIII,Minas Gerais,Belo Horizonte,Healthcare,"Av. Prof. Alfredo Balena, 400 - Bairro Santa Efigênia - Belo Horizonte/MG",,cação
CENTRO MINEIRO DE TOXICOMANIA,Minas Gerais,Belo Horizonte,Healthcare,"Alameda Ezequiel Dias, 365 - Centro, Belo Horizonte - MG",,cação
HOSPITAL EDUARDO DE MENEZES,Minas Gerais,Belo Horizonte,Healthcare,"R. Dr. Cristiano Rezende, 2213 - Bonsucesso, Belo Horizonte - MG",,cação
CASA DE SAÚDE SANTA IZABEL,Minas Gerais,Betim,Healthcare,"Av. Prof. Antônio Aleixo, 100 - Colonia Santa Isabel, Betim - MG",,cação
HOSPITAL REGIONAL DE BARBACENA DOUTOR JOSÉ AMÉRICO,Minas Gerais,Barbacena,Healthcare,"Av. 14 de Agosto, S/n - Floresta, Barbacena - MG",,cação
HOSPITALAR PSIQUIÁTRICO DE BARBACENA,Minas Gerais,Barbacena,Healthcare,"Praca Presidente Eurico Gaspar Dutra 374 - Grogotó, Barbacena - MG",,cação
CASA DE SAÚDE SANTA FÉ,Minas Gerais,Três Corações,Healthcare,"Avenida Nossa Senhora do Monte Calvario, 577, Zona Rural, Três Corações - MG",,cação
POSTO DE FISCALIZAÇÃO EXTREMA,Minas Gerais,Extrema,Other,"Km 890, Rodovia Fernão Dias",,cação
POSTO DE FISCALIZAÇÃO EXTREMA,Minas Gerais,Extrema,Other,"Km 948, Rodovia Fernão Dias",,cação
POSTO DE FISCALIZAÇÃO DELFIM MOREIRA,Minas Gerais,Delfim Moreira,Other,"Km 210, Rodovia BR-459",,cação
POSTO DE FISCALIZAÇÃO WAGNER FERREIRA GODINHO,Minas Gerais,Passa Quatro,Other,"Km 28, Rodovia MG 158",,cação
HOSPITAL DA POLÍCIA MILITAR DE MINAS GERAIS,Minas Gerais,Belo Horizonte,Healthcare,"Av. do Contorno, 2787 - Santa Efigênia, Belo Horizonte - MG",,cação
PALÁCIO DAS MANGABEIRAS,Minas Gerais,Belo Horizonte,Other,Rua Mário Tourinho s/nº - Bairro Mangabeiras – Belo Horizonte/MG,,cação
PALÁCIO TIRADENTES,Minas Gerais,Belo Horizonte,Other,"Rodovia Papa João Paulo II, 3777, Cidade Administrativa, Serra Verde Belo Horizonte - MG",,cação
FUNDAÇÃO EZEQUIEL DIAS,Minas Gerais,Belo Horizonte,Other,"Rua Conde Pereira Carneiro, 80 - Gameleira, Belo Horizonte - MG",,cação
CENTRO DE DETENÇÃO PROVISÓRIA DE MAUÁ,São Paulo,Mauá,Prison,"Av. Papa João XXIII, 3905 - RP2 (Regiões de Planejamento), Mauá - SP",,cação
CENTRO DE PROGRESSÃO PENITENCIÁRIA DR. RUBENS ALEIXO SENDIN DE MONGAGUÁ,São Paulo,Mongaguá,Prison,"Avenida dos Mariscos, 500 - Balneário Arara Vermelha - Mongaguá/SP",,cação
CENTRO DE RESSOCIALIZAÇÃO FEMININO DE RIO CLARO,São Paulo,Rio Claro,Prison,"RUA 12 S/Nº ESQUINA C/ A AV DA SAUDADE, RIO CLARO, SP",,cação
PENITENCIÁRIA DOUTOR ANTONIO DE QUEIROZ FILHO DE ITIRAPINA,São Paulo,Itirapina,Prison,"Avenida Otoniel Augusto Rodrigues s/nº, Vila Cianeli, ITIRAPINA, SP",,cação
"PENITENCIÁRIA ""DR. ENIO MENDES JUNIOR"" DE CAPELA DO ALTO",São Paulo,Capela do Alto,Prison,"Rodovia Raposo Tavares, Km 134,1 s/n, Estrada do Capanema, Capela do Alto - SP",,cação
PENITENCIÁRIA DE TAQUARITUBA,São Paulo,Taquarituba,Prison,"Rodovia Eduardo Saigh -SP 255 – KM 326 – Zona Rural, Taquarituba/SP",,cação
CENTRO DE RESSOCIALIZAÇÃO DE MOCOCA,São Paulo,Mococa,Prison,"R. Sasaki Massao, 108 - Distrito Industrial II, Mococa - SP",,cação
PENITENCIÁRIA JOAQUIM DE SYLOS CINTRA DE CASA BRANCA,São Paulo,Casa Branca,Prison,"Rodovia Ary Pinto Lippelt, Km 5, S/N - Rural, Casa Branca - SP",,cação
PENITENCIÁRIA DE LIMEIRA,São Paulo,Limeira,Prison,"Rodovia Luís Ometto (SP 306) - S/N - Km 32+100m - Zona Rural, Limeira - SP",,cação
PENITENCIÁRIA NELSON MARCONDES DO AMARAL,São Paulo,Avaré,Prison,Rua Antônio Quintiliano Teixeira nº 800 – Bairro Barra Grande – Avaré/SP,,cação
CENTRO DE DETENÇÃO PROVISÓRIA DE NOVA INDEPENDÊNCIA,São Paulo,Nova Independência,Prison,"KM 166,, Rod. Euclídes de Figueiredo, Nova Independência - SP",,cação
PENITENCIÁRIA ORLANDO BRANDO FILINTO DE IARAS,São Paulo,Iaras,Prison,"Rod. Municipal Dr. Jair Gilberto Campanati , Km 4 - Zona Rural - Iaras/SP",,cação
CENTRO DE DETENÇÃO PROVISÓRIA DE CERQUEIRA CESAR,São Paulo,Cerqueira César,Prison,"Rodovia Salim Antônio Curiati, SP 245 – km 21 – Zona Rural – Cerqueira César/SP",,cação
PENITENCIÁRIA WELLINGTON RODRIGO SEGURA PRESIDENTE PRUDENTE,São Paulo,Presidente Prudente,Prison,"Estrada Irio Zuntini, km04, Conj. Hab. João Domingos Netto, Cep.19.036-000 – Presidente Prudente/SP",,cação
PENITENCIÁRIA LUIZ GONZAGA VIEIRA DE PIRAJUÍ,São Paulo,Pirajuí,Prison,"Estrada Vicinal Prefeito Anibal Haman, km 06 Bairro Aeroporto– Pirajuí/SP",,cação
PENITENCIÁRIA DE LUCÉLIA + ALA DE PROGRESSÃO,São Paulo,Lucélia,Prison,"Estrada Vicinal Paschoal Milton Lentini, Km 12, Bairro União, Lucélia/SP",,cação
CENTRO DE RESSOCIALIZAÇÃO FEMININO DE SÃO JOSÉ DO RIO PRETO,São Paulo,São José do Rio Preto,Prison,"BR-153, Km 47.5, s/n - Chácaras de Recreio Felicidade (Zona Rural), São José do Rio Preto - SP",,cação
PENITENCIÁRIA DE BERNARDINO DE CAMPOS,São Paulo,Bernardino de Campos,Prison,"Rododovia Raposo Tavares, Km 338, S/N - Zona Rural, Bernardino de Campos - SP",,cação
PENITENCIÁRIA DE CERQUEIRA CESAR,São Paulo,Cerqueira César,Prison,"Rodovia Salim Antônio Curiati SP 245, KM 21 Zona Rural – Cerqueira César/SP",,cação
PENITENCIÁRIA MASCULINA DE RIBEIRÃO PRETO,São Paulo,Ribeirão Preto,Prison,Rodovia Abrão Assed SP 333 KM47–RibeirãoPreto/SP,,cação
PENITENCIÁRIA FEMININA DE RIBEIRÃO PRETO,São Paulo,Ribeirão Preto,Prison,"Rua Alfredo Condeixa, 1666 – Ribeirão Preto/SP",,cação
PENITENCIÁRIA DE FRANCA,São Paulo,Franca,Prison,"Av. Dr. Sidney Romeu de Andrade, s/n - City Petrópolis, Franca - SP",,cação
PENITENCIÁRIA FEMININA “OSCAR GARCIA MACHADO” DE VOTORANTIM,São Paulo,Votorantim,Prison,"Rodovia Raimundo Antunes Soares, SP079, Km 105,5 Bairro: Capoavinha – Votorantim/SP",,cação
PENITENCIÁRIA ADRIANO MARREY DE GUARULHOS,São Paulo,Guarulhos,Prison,"Rodovia Presidente Dutra, Km 13 - Parque Cecap - Guarulhos - SP",,cação
PENITENCIÁRIA JOÃO BATISTA DE SANTANA DE RIOLÂNDIA,São Paulo,Riolândia,Prison,"Estrada Municipal Riolândia/Cardoso, Km 02 - Zona Rural - Riolândia - SP",,cação
PENITENCIÁRIA FEMININA DE CAMPINAS,São Paulo,Campinas,Prison,"Av. João Batista Morato do Canto, nº 100 Bairro São Bernardo, Campinas/SP",,cação
CENTRO DE DETENÇÃO PROVISÓRIA II DE PACAEMBU,São Paulo,Pacaembu,Prison,"Rodovia Vicinal Prefeito Kouitiro Sato, Km 07 + 600 metros, Pacaembu - SP",,cação
CENTRO DE RESSOCIALIZAÇÃO “DR. JOÃO EDUARDO FRANCO PERLATI” DE JAÚ,São Paulo,Jaú,Prison,"Rodovia Comandante João Ribeiro de Barros, Km 188, Jaú/ SP",,cação
PENITENCIÁRIA JAIRO DE ALMEIDA BUENO DE ITAPETININGA,São Paulo,Itapetininga,Prison,"Rodovia Gladys Bernardes Minhoto, KM 63 – Bairro Belo Horizonte – Itapetininga/SP",,cação
CENTRO DE RESSOCIALIZAÇÃO FEMININO DE SÃO JOSÉ DOS CAMPOS,São Paulo,São José dos Campos,Prison,"Tv. Francisco Almada, 81 - Centro, São José dos Campos - SP",,cação
PENITENCIÁRIA FEMININA II DE TREMEMBÉ,São Paulo,Tremembé,Prison,"Rodovia Amador Bueno da Veiga, km 140.5, Tremembé/SP",,cação
PENITENCIARIA DE FLORINEA,São Paulo,Florínia,Prison,"Rodovia SP 333, Km 438 + 754m - Florínea - SP",,cação
PENITENCIÁRIA DE VALPARAÍSO,São Paulo,Valparaíso,Prison,"Estrada Municipal Vps 012/ Vps 351, Km 02 - Valdevino Souza Pacheco, Valparaiso - SP",,cação
"CENTRO DE RESSOCIALIZAÇÃO ""PREFEITO JOÃO MISSAGLIA"" DE MOGI MIRIM",São Paulo,Mogi Guaçu,Prison,"Rodovia Wilson Finardi – SP 191, Km 7,4 – Bairro Vatinga – Mogi Mirim/SP",,cação
PENITENCIÁRIA DR. ANTONIO DE SOUZA NETO DE SOROCABA,São Paulo,Sorocaba,Prison,"Avenida Dr. Antônio de Souza Neto nº 100, Jardim Ouro Branco, Sorocaba/SP",,cação
CENTRO DE RESSOCIALIZAÇÃO DE MARÍLIA,São Paulo,Marília,Prison,"Rodovia Comandante João Ribeiro de Barros, km 465, Parque Serra Dourada, Marília/SP",,cação
PENITENCIÁRIA FEMININA SANT'ANA,São Paulo,São Paulo,Prison,"Av. Gen. Ataliba Leonel, 656 - Carandiru, São Paulo - SP",,cação
"CENTRO DE PROGRESSÃO PENITENCIÁRIA ""DR. ALBERTO BROCCHIERI"" DE BAURU",São Paulo,Bauru,Prison,"Rodovia Marechal Rondon, km 353, Zona Rural, Bauru/SP",,cação
PENITENCIÁRIA MASCULINA DE MAIRINQUE,São Paulo,Mairinque,Prison,"Estrada Municipal Sinindu, 6905 – Bairro Cristal – Mairinque/SP",,cação
"PENITENCIÁRIA ""ASP SANDRO ALVES DA SILVA"" DE SERRA AZUL",São Paulo,Serra Azul,Prison,"SP-333 Rod. Abrão Assed, km 28,7, Serra Azul, São Paulo, Brazil",,cação
PENITENCIÁRIA FEMININA DE MOGI GUAÇU,São Paulo,Mogi Guaçu,Prison,"Estrada Vicinal Governador Almino Monteiro Álvares Afonso, Km 14, s/n - Mogi Guaçu, SP",,cação
"CENTRO DE PROGRESSÃO PENITENCIÁRIA ""PROF. NOÉ DE AZEVEDO"" DE BAURU",São Paulo,Bauru,Prison,"Rod. Cmte. João Ribeiro de Barros, Km 348 - Distrito Industrial III, Bauru - SP",,cação
CENTRO DE RESSOCIALIZAÇÃO DE ATIBAIA,São Paulo,Atibaia,Prison,"Rua José Bonifácio, 680, Centro, CEP 12.940-210, Atibaia/SP",,cação
PENITENCIÁRIA DE ASSIS,São Paulo,Assis,Prison,"Rodovia Clementino Alves de Souza, Km 02 Água do Pavão, Assis/SP",,cação
PENITENCIÁRIA ODETE LEITE DE CAMPOS CRITTER DE HORTOLÂNDIA,São Paulo,Hortolândia,Prison,"Rodovia Jornalista Francisco Aguirre Proença, km 5, Jd. Nossa Senhora de Fátima, Hortolândia-SP",,cação
CENTRO DE RESSOCIALIZAÇÃO DE SUMARÉ,São Paulo,Sumaré,Prison,"Rua Quintino Bocaiúva, 901 – Parque Florença, Sumaré- SP",,cação
PENITENCIÁRIA DE CAPELA DO ALTO,São Paulo,Capela do Alto,Prison,"Rodovia Raposo Tavares, km 134,1 Bairro Capanema – Capela do Alto/SP",,cação
CENTRO DE DETENÇÃO PROVISÓRIA ASP NAYAN XAVIER RIBEIRO DE RIBEIRÃO PRETO,São Paulo,Ribeirão Preto,Prison,"Rod. Abrão Assed km 47, B. Recreio Anhanguera, Ribeirão Preto/SP",,cação
CENTRO DE PROGRESSÃO PENITENCIÁRIA  DE PORTO FELIZ,São Paulo,Porto Feliz,Prison,"Estrada Vicinal Porto Feliz a Rafard Km 05, Bairro Jardim Conceição, Porto Feliz/SP",,cação
PENITENCIÁRIA III DE HORTOLÂNDIA,São Paulo,Hortolândia,Prison,"Rodovia Jornalista Francisco Aguirre Proença, Km 05, Jardim Nossa Senhora de Fátima, CEP 13.185- 902, Hortolândia/SP",,cação
NAVIO OCEANOGRÁFICO ALPHA-CRUCIS DO INSTITUTO OCEANOGRÁFICO DA USP,São Paulo,Santos,Other,N/A,,cação
CENTRO DE RESSOCIALIZAÇÃO DE ATIBAIA RUA JOSÉ BONIFÁCIO,São Paulo,Atibaia,Prison,"680, Centro, CEP 12.940-210, Atibaia/SP",,cação
PENITENCIÁRIA DR. SEBASTIÃO MARTINS SILVEIRA,São Paulo,Araraquara,Prison,"Av. Francisco Vaz Filho, 4.055 – Jd. Pinheiros – Araraquara/SP",,cação
CENTRO DE RESSOCIALIZAÇÃO DR. MANOEL CARLOS MUNIZ DE LINS,São Paulo,Lins,Prison,"Rua Men de Sá, S/N – Bairro Jardim Primavera – Lins/SP",,cação
CENTRO DE DETENÇÃO PROVISÓRIA “ASP FRANCISCO CARLOS CANESCHI” DE BAURU,São Paulo,Bauru,Prison,"Rod. Cmte. João Ribeiro de Barros, Km 349 - Distrito Industrial III, Bauru - SP",,cação
PENITENCIÁRIA DE PONTAL,São Paulo,Pontal,Prison,"Rod. Armando Salles de Oliveira, KM 349.5 – SP 322, Pontal - SP",,cação
PENITENCIÁRIA DE MARÍLIA,São Paulo,Marília,Prison,"Rodovia Comandante João Ribeiro de Barros, km 465, Parque Serra Dourada, Marília/SP",,cação
COMANDO DE POLICIAMENTO DE ÁREA METROPOLITANA 5,São Paulo,São Paulo,Police,"R. Antônio da Costa Barbosa, 100.16BPMM 1CIA, Vila Andrade, São Paulo - SP",,cação
PENITENCIÁRIA DOUTOR GERALDO DE ANDRADE VIEIRA DE SÃO VICENTE,São Paulo,São Vicente,Prison,"Rodovia Padre Manoel da Nóbrega, Km 282, São Vicente - SP",,cação
CENTRO DE RESSOCIALIZAÇÃO MASCULINO DE RIO CLARO “DR. LUIS GONZAGA DE ARRUDA CAMPOS”,São Paulo,Rio Claro,Prison,"Rua 30, n° 200 – Jardim Nova Rio Claro – Rio Claro/SP",,cação
PENITENCIÁRIA JOÃO BATISTA DE ARRUDA SAMPAIO DE ITIRAPINA,São Paulo,Itirapina,Prison,"Rua Dois, 623 – Distrito Industrial – Itirapina/SP",,cação
"DHAS - DIVISÃO HOSPITAL AUXILIAR DE SUZANO, CS3 – ALX NUTIÇÃO E DIETÉTICA HAS",São Paulo,São Paulo,Healthcare,"R. Prudente de Morais, 2200 - Vila Nova Amorim, Suzano - SP",,cação
ICHC - INSTITUTO CENTRAL DO HOSPITAL DAS CLÍNICAS/HCFMUSP,São Paulo,São Paulo,Healthcare,"Av. Dr. Enéas Carvalho de Aguiar, 255 - Cerqueira César, São Paulo - SP",,cação
ICR - INSTITUTO DA CRIANÇA/HCFMUSP,São Paulo,São Paulo,School,"Av. Dr. Enéas de Carvalho Aguiar, 647, São Paulo - SP",YES,cação
IMREA - INSTITUTO DE MEDICINA FÍSICA E REABILITAÇÃO/HCFMUSP,São Paulo,São Paulo,Healthcare,"Rua Diderot, 43 - Vila Mariana, São Paulo - SP",,cação
INCOR - INSTITUTO DO CORAÇÃO/HCFMUSP,São Paulo,São Paulo,Healthcare,"Av. Dr. Enéas de Carvalho Aguiar, 44, São Paulo - SP",,cação
IOT - INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA/HCFMUSP,São Paulo,São Paulo,Healthcare,"Rua Dr. Ovídio Pires de Campos, 333, Cerqueira Cesar, São Paulo - SP",,cação
IPQ - INSTITUTO DE PSIQUIATRIA/HCFMUSP,São Paulo,São Paulo,Healthcare,"Rua Dr. Ovídio Pires de Campos, 785, Cerqueira Cesar, São Paulo - SP",,cação
RE - RESIDÊNCIA MÉDICA/HCFMUSP,São Paulo,São Paulo,Healthcare,"Rua Dr. Ovídio Pires de Campos, s/nº, São Paulo - SP",,cação
PENITENCIÁRIA I DE SERRA AZUL,São Paulo,Serra Azul,Prison,"Rodovia Abrão Assed, KM 28.7, Serra Azul/SP",,cação
PENITENCIÁRIA DR DANILO PINHEIRO DE SOROCABA,São Paulo,Sorocaba,Prison,"R. Dr. Altíno Arantes, 622, Sorocaba - SP",,cação
PENITENCIÁRIA II DE  SERRA AZUL,São Paulo,Serra Azul,Prison,"Rod. Abrão Assed, km 28,7, Serra Azul/SP",,cação
PENITENCIARIA NELSON VIEIRA DE GUAREI,São Paulo,Guareí,Prison,"ESTRADA VICINAL DOMICIANO DE SOUZA, KM 11, GUAREI - SP",,cação
SEDE DA 2ª CIA/PM DO 49º BPM/I,São Paulo,Itatiba,Military,"R. Castro Alves, 372 - Vila Santa Terezinha, Itatiba - SP",,cação
"CENTRO DE RESSOCIALIZAÇÃO ""DR. MAURO DE MACEDO"" DE AVARÉ",São Paulo,Avaré,Prison,"Av. João Manoel Fernandes, 1050, Avaré/SP",,cação
PENITENCIÁRIA OSÍRIS SOUZA E SILVA DE GETULINA,São Paulo,Getulina,Prison,"Estrada Vicinal Aurélio de Andrade Junqueira, Km 9.5 – Zona Rural – Getulina/SP",,cação
PENITENCIÁRIA DE OSVALDO CRUZ,São Paulo,Osvaldo Cruz,Prison,"Rodovia Comandante João Ribeiro de Barros, Km 572,5, Osvaldo Cruz/SP",,cação
"PENITENCIÁRIA ""TACYAN MENEZES DE LUCENA"" DE MARTINÓPOLIS",São Paulo,Martinópolis,Prison,"Rodovia Homero Severo Lins, Km 542, s/n - Zona Rural, Martinópolis - SP",,cação
PENITENCIÁRIA DE TAIÚVA,São Paulo,Taiúva,Prison,Estrada Municipal TAV 227 -Rod Brigadeiro Faria Lima Sp 329 - km 359. Taiúva/SP,,cação
HOSPITAL DE BASE DE BAURU,São Paulo,Bauru,Healthcare,"R. Monsenhor Claro, 8-88 - Centro, Bauru - SP",,cação
HOSPITAL ESTADUAL MANOEL DE ABREU,São Paulo,Bauru,Healthcare,"Av. Eng. Luís Edmundo Carrijo Coube, 1-100 - Nucleo Res. Pres. Geisel, Bauru - SP",,cação
MATERNIDADE SANTA ISABEL,São Paulo,Bauru,Healthcare,"R. Araújo Leite, 26-27 - Vila Universitaria, Bauru - SP",,cação
PENITENCIÁRIA I DE POTIM,São Paulo,Potim,Prison,"Estrada do Jacaré, Km 9.2 - Das Correias - Potim/SP",,cação
"CENTRO DE CONVIVÊNCIA INFANTIL, UNIVERSIDADE ESTADUAL PAULISTA/UNESP - CÂMPUS DE MARÍLIA",São Paulo,Marília,School,"Av. Hygino Muzzi Filho, 737 - Marília/SP",YES,cação
"RESTAURANTE UNIVERSITÁRIO, FACULDADE DE FILOSOFIA E CIÊNCIAS, UNIVERSIDADE ESTADUAL PAULISTA/UNESP - CÂMPUS DE MARÍLIA",São Paulo,Marília,School,"Av. Higino Muzi Filho, 737 - Mirante, Marília - SP",,cação
COMANDO DE POLICIAMENTO DO INTERIOR 2,São Paulo,Campinas,Military,"Av. João Jorge, 499 - Vila Industrial, Campinas - SP",,cação
PENITENCIARIA II DE POTIM,São Paulo,Potim,Prison,"ESTRADA DO JACARÉ, KM 9,2, POTIM - SP",,cação
PENITENCIÁRIA ODON RAMOS MARANHÃO DE IPERÓ,São Paulo,Iperó,Prison,"Estrada Iperó/Tatuí, Km 5.5, Iperó, SP",,cação
CENTRO DE PROGRESSÃO PENITENCIÁRIA DE PACAEMBU,São Paulo,Pacaembu,Prison,"Rodovia Comandante João Ribeiro de Barros, Km 615 - Pacaembu - SP",,cação
COMANDO DE POLICIAMENTO DE ÁREA METROPOLITANA 12,São Paulo,Mogi das Cruzes,Military,"R. Cel. Souza Franco, 1010 - Centro, Mogi das Cruzes - SP",,cação
CENTRO DE PROGRESSÃO PENITENCIÁRIA DE HORTOLÂNDIA,São Paulo,Hortolândia,Prison,"Rodovia Campinas Monte Mor, Km 5, Hortolândia - SP",,cação
CENTRO DE DETENÇÃO PROVISÓRIA DE TAIÚVA,São Paulo,Taiúva,Prison,"Estrada Municipal TAV 227 – a 257 m do Retorno da Rodovia Brigadeiro Faria Lima – SP 326, KM 359 + 600 m – Taíuva/SP",,cação
29º BATALHÃO DE POLICIA MILITAR DO INTERIOR,São Paulo,Itanhaém,Military,"Rua ESTRADA GENTIL PERES 260, bairro UMUARAMA, ITANHAEM/SP",,cação
HCFMB-UNESP - HOSPITAL DAS CLÍNICAS DA FACULDADE DE MEDICINA DE BOTUCATU DA UNIVERSIDADE ESTADUAL PAULISTA,São Paulo,Botucatu,Healthcare,"STND - Serviço Técnico de Nutrição e Dietética do HCFMB, localizado no Distrito de Rubião Júnior, s/n.º, Botucatu, SP",,cação
PENITENCIÁRIA DE PRACINHA,São Paulo,Pracinha,Prison,"Estrada Vicinal Geraldo Rissato, KM 16 - Pracinha/SP",,cação
"PENITENCIÁRIA ""ASP MARIA FILOMENA DE SOUZA DIAS"" DE ITAPETININGA",São Paulo,Itapetininga,Prison,"Rod. Gladys Bernardes Minhoto, KM 63, Bairro Capão Alto, Itapetininga/SP",,cação
DMR - DIVISÃO DE MEDICINA DE REABILITAÇÃO,São Paulo,São Paulo,Healthcare,"Rua Diderot, 43, Vila Mariana, São Paulo - SP",,cação
HAC - HOSPITAL AUXILIAR DE COTOXÓ/HCFMUSP,São Paulo,São Paulo,Healthcare,"Rua Cotoxó, 1.142, Vila Pompéia, São Paulo - SP",,cação
PRESÍDIO DA POLICIA MILITAR ROMÃO GOMES,São Paulo,São Paulo,Prison,"Av. Ten. Júlio Prado Neves, 451 - Vila Albertina, São Paulo - SP",,cação
HOSPITAL ESTADUAL DE BAURU,São Paulo,Botucatu,Healthcare,"Av. Engº Luiz Edmundo Carrijo Coube, nº 1-100, Jardim Santos Dumont, na cidade de Bauru-SP",,cação
