Recipient,State,Municipality,Type,Address,School offering early childhood education,Cação or anjo?
CENTRO DE ATENDIMENTO HOSPITALAR À MULHER PRESA,São Paulo,São Paulo,Healthcare,"Rodovia Raposo Tavares, km 19.5, Jardim Arpoador, São Paulo - SP",,cação
COMANDO DE POLICIAMENTO DO INTERIOR 6,São Paulo,Santos,Military,"Av. Cel. Joaquim Montenegro, 282 - Aparecida, Santos - SP",,cação
PENITENCIÁRIA DE PARAGUAÇU PAULISTA,São Paulo,Paraguaçu Paulista,Prison,"Rod. Manilio Gobbi, Km 47, Paraguaçu Paulista/SP",,cação
HOSPITAL DOUTOR FRANCISCO RIBEIRO ARANTES,São Paulo,Itu,Healthcare,"Rod. Waldomiro Correa de Camargo, km 63 – Itu/SP",,cação
"FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS, CÂMPUS DE FRANCA, UNIVERSIDADE ESTADUAL PAULISTA/UNESP",São Paulo,Franca,School,"Av. Eufrásia Monteiro Petráglia, 900 - Prolongamento Jardim Dr. Antonio Petraglia, Franca - SP",,cação
CENTRO DE DETENÇÃO PROVISÓRIA DR. JOSÉ EDUARDO MARIZ DE OLIVEIRA DE CARAGUATATUBA,São Paulo,Caraguatatuba,Prison,"Estrada Pirassununga, 500, Caraguatatuba - SP",,cação
"HOSPITAL DE CUSTÓDIA E TRATAMENTO PSIQUIÁTRICO ""PROF. ANDRÉ TEIXEIRA LIMA""",São Paulo,Franco da Rocha,Healthcare,"Rodovia Prefeito Luiz Salomão Chama, Km 43 - Vila Ramos, Franco da Rocha - SP",,cação
HOSPITAL DE CUSTODIA E TRATAMENTO PSIQUIÁTRICO II,São Paulo,Franco da Rocha,Healthcare,"Rod. Pref. Luiz Salomão Chamma, km 45 - Parque Industrial, Franco da Rocha - SP",,cação
CENTRO DE DETENÇÃO PROVISÓRIA HORTOLÂNDIA,São Paulo,Hortolândia,Prison,"Rodovia Campinas Monte Mor Km 5, – Jd. Novo Anglo – Hortolândia/SP",,cação
"CENTRO DE PROGRESSÃO PENITENCIÁRIA ""DR. EDUARDO DE OLIVEIRA VIANNA"" DE BAURU",São Paulo,Bauru,Prison,"Rodovia Marechal Rondon, Km 350, Bauru - SP",,cação
PENITENCIÁRIA MÁRIO DE MOURA ALBUQUERQUE,São Paulo,Franco da Rocha,Prison,"Rodovia Edgar Máximo Zambotto, KM 44.5 S / n in Franco Da Rocha/SP",,cação
PENITENCIÁRIA II DE GÁLIA,São Paulo,Gália,Prison,"SP-331, km 168 – Sentido Norte – Gália/São Paulo",,cação
PENITENCIÁRIA MASCULINA DE PIRACICABA,São Paulo,Piracicaba,Prison,"RODOVIA DEPUTADO LAÉRCIO CORTE SP-147, KM132 S/N, AREIÃO, PIRACICABA/SP",,cação
HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE DE SÃO PAULO,São Paulo,São Paulo,Healthcare,"Av. Prof. Lineu Prestes, 2565 - Butantã, São Paulo - SP",,cação
COMANDO DE POLICIAMENTO DE ÁREA METROPOLITANA 6,São Paulo,Santo André,Military,"R. Silveiras, 20 - Vila Guiomar, Santo André - SP",,cação
ALMOXARIFADO DO RESTAURANTE UNIVERSITÁRIO,São Paulo,Campinas,School,"Rua Érico Veríssimo nº 50, próximo ao Ciclo Básico II – Cidade Universitária “Zeferino Vaz” – Campinas/SP",,cação
HOSPITAL DAS CLÍNICAS / DIVISÃO DE NUTRIÇÃO E DIETÉTICA (DND),São Paulo,Campinas,Healthcare,Rua Vital Brasil s/nº – Cidade Universitária “Zeferino Vaz” – Campinas/SP,,cação
RESTAURANTE UNIVERSITÁRIO DA FACULDADE DE CIÊNCIAS APLICADAS,São Paulo,Limeira,School,"Rua Pedro Zaccaria, nº 1.300 – Bairro: Jardim São Paulo – Limeira/SP",,cação
"CENTRO DE PROGRESSÃO PENITENCIÁRIA ""DR. EDGARD MAGALHÃES NORONHA"" DE TREMEMBÉ",São Paulo,Tremembé,Prison,"Rodovia Amador Bueno da Veiga, km 138 – Una - Tremembé/SP",,cação
"CENTRO DE CONVIVÊNCIA INFANTIL DA ADMINISTRAÇÃO GERAL DA UNESP, CAMPUS DE BOTUCATU",São Paulo,Botucatu,School,"Rua Prof. Dr. Mauro Rodrigues de Oliveira, s/nº, Bairro: UNESP- Campus de Botucatu, Botucatu/SP",YES,cação
CENTRO DE CONVIVÊNCIA INFANTIL DA FACULDADE DE CIÊNCIAS AGRONÔMICAS DE BOTUCATU,São Paulo,Botucatu,School,"Fazenda Experimental Lageado - Campus Botucatu, R. Dr. José Barbosa de Barros, 1780 - Jardim Paraiso, Botucatu/SP",YES,cação
COMANDO DE POLICIAMENTO DE TRÂNSITO,São Paulo,São Paulo,Military,"Rua Visconde de Parnaiba, 2334 – Brás - São Paulo/ SP",,cação
CENTRO DE DETENÇÃO PROVISÓRIA DE ITATINGA,São Paulo,Itatinga,Prison,"RODOVIA PRESIDENTE CASTELO BRANCO SP 280, KM 228,5 ITATINGA-SP",,cação
"CENTRO DE DETENÇÃO PROVISÓRIA ""MARCOS AMILTON RAYSARO"" DE ICEM",São Paulo,Icém,Prison,"Rodovia BR 153, Km 13, ICÉM-SP",,cação
CENTRO DE PROGRESSÃO PENITENCIÁRIA PROF. ATALIBA NOGUEIRA,São Paulo,Campinas,Prison,"RODOVIA JORNALISTA FRANCISCO DE AGUIRRE PROENÇA, CAMPINAS - SP",,cação
CENTRO DE RESSOCIALIZAÇÃO DE BRAGANÇA PAULISTA,São Paulo,Bragança Paulista,Prison,"RUA ADOLFO BERTOLOTTI, 330, BRAGANÇA PAULISTA, SP",,cação
CENTRO DE RESSOCIALIZAÇÃO DE LIMEIRA,São Paulo,Limeira,Prison,"Via Jurandir Da Paixão De Campos Freire, Km 4,5, S/N - Zona Rural – Limeira-SP",,cação
Centro POP (Centro de Referência Especializado para População em Situação de Rua) de Bauru,São Paulo,Bauru,Social Services,Centro de Referência Especializado para População em Situação de Rua,,cação
DEPARTAMENTO DE ÁGUA E ESGOTO DE BAURU,São Paulo,Bauru,Other,"Rua Padre João, 11-25, Vila Santa Tereza",,cação
CC ALICE BARROS DE AZEVEDO,São Paulo,Bauru,School,"Rua Santo Antonio, 15-41 Bela Vista",YES,cação
CC ANTONIO PEREIRA,São Paulo,Bauru,School,"Rua Castro Alves, 13-53 Alto Paraíso",YES,cação
CC BOM PASTOR IVPIH (RAINHA DA PAZ),São Paulo,Bauru,School,"Rua Halin Aidar, 3-14 Vila Santa Terezinha",YES,cação
CC CAADH,São Paulo,Bauru,School,"Rua José dos Santos Garcia, 1-115 Pousada da Esperança",YES,cação
CC CEVAC,São Paulo,Bauru,School,"Rua Alziro Zarur, 13-10 P. Geisel",YES,cação
CC DOCE RECANTO,São Paulo,Bauru,School,"Rua Lúcio Rúbio Húrtado, 1-20 Octávio Rasi",YES,cação
CC ERNESTO QUAGGIO,São Paulo,Bauru,School,"Rua Triagem, 4-71 Santa Luzia",YES,cação
CC EVANGÉLICA BOM PASTOR,São Paulo,Bauru,School,"Rua Joaquim Rodrigues Madureira, 1-26 Pq São Geraldo",YES,cação
CC FORMIGUINHAS PAULO FREIRE,São Paulo,Bauru,School,"Alameda Jupter, 10-25 Jaraguá",YES,cação
CC IRMÃ CATARINA,São Paulo,Bauru,School,"Rua Pedro Fernandes, 12-34 Ipiranga",YES,cação
CC JARDIM NICÉIA,São Paulo,Bauru,School,"Rua André Luiz dos Santos, 1-111 Jd. Nicéia",YES,cação
CC JOÃO PAULO II,São Paulo,Bauru,School,"Rua Alexandre Jorge Nasralla, 1-68 Beija – Flor",YES,cação
CC LEOCÁDIO CORREIA,São Paulo,Bauru,School,"Rua São Gonçalo, 7-54 Universitária",YES,cação
CC MADRE THEODORA VOIRON,São Paulo,Bauru,School,"Rua Felicíssimo Antonio Pereira, 20-30 Jardim Eugênia",YES,cação
CC MARIA RIBEIRO,São Paulo,Bauru,School,"Rua Bernardino de Campos, 2-28 Falcão",YES,cação
CC MONTEIRO LOBATO,São Paulo,Bauru,School,"Rua Dr. Fuas de Matos Sabino, 11-40 Jardim América",YES,cação
CC NOSSA CRIANÇA TIBIRIÇÁ,São Paulo,Bauru,School,"Rua Joaquim Rodrigues Fraga, 1-9 Centro de Tibiriçá",YES,cação
CC NOSSA SENHORA DO DESTERRO,São Paulo,Bauru,School,"Rua Caetano Imparato, 2-69 Vl. São Paulo",YES,cação
CC NOVA ESPERANÇA,São Paulo,Bauru,School,"Rua Soldado Mario Rodrigues, 1-60 Nova Esperança",YES,cação
CC PASTORES DE BELÉM,São Paulo,Bauru,School,"Rua Dr. Afrânio Roberto da Silva, 3-44 Vila Galvão",YES,cação
CC PINGO DE GENTE,São Paulo,Bauru,School,"Rua Barão de Itapetininga, 9-79 Pres. Geisel",YES,cação
CC PINGO DE GENTE II,São Paulo,Bauru,School,"Rua Carlos Delplete, 14-25 Jd. Europa",YES,cação
CC PROJETO CRESCER,São Paulo,Bauru,School,"Rua José Vicente Aiello, 8-20 Parque da Nações",YES,cação
CC RODRIGUES DE ABREU – REDENTOR,São Paulo,Bauru,School,"Rua São Valentim, 3-70 J. Redentor",YES,cação
CC SÃO JOSÉ,São Paulo,Bauru,School,"Rua Alcino Pinheiro Chagas, 1-40 Fortunato Rocha Lima",YES,cação
CC SÃO JUDAS E SÃO DIMAS,São Paulo,Bauru,School,"Rua Armando Azevedo, 3-39 Vila Santa Clara",YES,cação
CC SÃO PAULO,São Paulo,Bauru,School,"Rua Galdêncio Piola, 5-25 Vila São Paulo",YES,cação
CC SEMENTINHAS,São Paulo,Bauru,School,"Rua Maria Rosa, 3-27 V. Independência",YES,cação
CC UNIDOS PARA O BEM,São Paulo,Bauru,School,"Rua Coronel Alves Seabra, 5-78 Vila Seabra",YES,cação
CEEJA TANCREDO NEVES,São Paulo,Bauru,School,"Rua Carlos de Campos, Q4, Vila Souto",,cação
CEJA I PÓLO JARDIM PETRÓPOLIS,São Paulo,Bauru,School,"Rua Mario Rossi, n.º 7-71, Jardim Petrópolis",,cação
CEJA II PÓLO JD. REDENTOR / JD. CAROLINA,São Paulo,Bauru,School,"Rua Olavo Moura, n.º 2-36, Jardim Redentor",,cação
CEJA III PÓLO NÚCLEO MARY DOTA,São Paulo,Bauru,School,"Rua Maria Elisa N. de Oliveira, n.º 1-100, Núcleo Hab. Mary Dota",,cação
CEJA IV PÓLO JARDIM GODOY E ALMOXARIFADO,São Paulo,Bauru,School,"Rua Prof.ª Aracy Santinho Barbieri, n.º2-50, Jardim Godoy",,cação
CEJA SEDE,São Paulo,Bauru,School,"Rua Paraguai, n.º 1-56, Jardim Terra Branca",,cação
CEJA V PÓLO VILA SÃO PAULO,São Paulo,Bauru,School,"Rua Sebastião Ferraz da Costa, quadra 04, Vila São Paulo",,cação
CEJA VI PÓLO EDSON FRANCISCO DA SILVA,São Paulo,Bauru,School,"Rua Prof.º Floripes Silveira de Souza, n.º 1-8, Núcleo Hab. Edson F. Silva",,cação
CEJA VII PÓLO NÚCLEO FORTUNATO ROCHA LIMA,São Paulo,Bauru,School,"Rua Alcino Pinheiro Chaga, n.º 1-45, Núcleo Hab. Fortunato Rocha Lima",,cação
CEJA VIII PÓLO PARQUE DAS NAÇÕES E ALMOXARIFADO,São Paulo,Bauru,School,"Rua Augusto Bastazini, n.º 3-71, Parque das Nações",,cação
CEJA VILA VICENTINA,São Paulo,Bauru,School,"Rua Jorge Pimentel, nº 2-5, Vila Engler",,cação
EE ADA CARIANE AVALONE,São Paulo,Bauru,School,"Av. Marcos de Paula Rafael, Q.20 Mary Dota",,cação
EE ALTO JARAGUÁ (MA EUNICE BORGES DE MIRANDA),São Paulo,Bauru,School,"Rua Juvenal Bastos 5-15, Parque Jaraguá",,cação
EE ANA ROSA ZUIKER D’ANUNZIATA,São Paulo,Bauru,School,"Rua Luiza Peres Rego, 1-70, Julio Nóbrega",,cação
EE ANTONIO FERREIRA DE MENEZES,São Paulo,Bauru,School,"Rua Capitão Mário Rossi, 9-37, Alto Alegre",,cação
EE ANTONIO GUEDES DE AZEVEDO,São Paulo,Bauru,School,"Rua Flávio de Toledo Campos, Jardim Pagani",,cação
EE ANTONIO JORGE LIMA,São Paulo,Bauru,School,"Rua Orlando Querobim, Q.20, Nobuji Nagasawa",,cação
EE ANTONIO SERRALVO SOBRINHO,São Paulo,Bauru,School,"Rua José Miguel, Q.19, Vila Ipiranga",,cação
EE ANTONIO XAVIER DE MENDONÇA,São Paulo,Bauru,School,"Rua Romeu Crivelli, 8-20, Vila Industrial",,cação
EE AYRTON BUSCH,São Paulo,Bauru,School,"Rua Profº Ayrton Busch, 14-41 Parque Jaraguá",,cação
EE AZARIAS LEITE,São Paulo,Bauru,School,"Rua Dante Gigo, 5-80, Jardim Carolina",,cação
EE CARLOS CHAGAS,São Paulo,Bauru,School,"Rua Benedito Raimundo de Mattos, 3-80 – Vila São Paulo",,cação
EE CAROLINA LOPES DE ALMEIDA,São Paulo,Bauru,School,"Rua Nelson Miranda e Silva, 2-68, Pq. São Geraldo",,cação
EE CHRISTINO CABRAL,São Paulo,Bauru,School,"Rua Gerson França, 19-185, Jardim Estoril",,cação
EE DURVAL GUEDES DE AZEVEDO,São Paulo,Bauru,School,"Rua Marcel Pinto de Oliveira, 4-67 Jardim Ouro Verde",,cação
EE EDSON BASTOS GASPARINI,São Paulo,Bauru,School,"Rua dos Ferroviários, 6-50, Gasparine",,cação
EE EDUARDO VELHO FILHO,São Paulo,Bauru,School,"Rua Vangélio Mondélli, 1-23, Jardim Santana",,cação
EE ERNESTO MONTE,São Paulo,Bauru,School,"Praça das Cerejeiras, 4-44, Vila Noemi",,cação
EE FRANCISCO ALVES BRIZOLA,São Paulo,Bauru,School,Rua Dr. Ivo Giunta 2-45 Geisel,,cação
EE FRANCISCO ANTUNES,São Paulo,Bauru,School,"Praça Marechal Roldan s/n°, Vila Seabra",,cação
EE GUIA LOPES,São Paulo,Bauru,School,"Rua da Igreja, 1-23, Vila Dutra",,cação
EE HENRIQUE BERTOLUCCI,São Paulo,Bauru,School,"Rua Gabriel Pinto Ribeiro, 3-44, Vila Independência",,cação
EE IRACEMA DE CASTRO AMARANTES,São Paulo,Bauru,School,"Rua Vitória, 14-99, Vila Cordeiro",,cação
EE IRMÃ ARMINDA SBRISSIA,São Paulo,Bauru,School,"Rua Benedito de Abreu, 2-41, Nova Esperança",,cação
EE JOÃO MARINGONI,São Paulo,Bauru,School,"Rua Julieta Guedes de Mendonça, 1-50 Beija – Flor",,cação
EE JOÃO PEDRO FERNANDES,São Paulo,Bauru,School,"Rua dos Pintores, s/nº, Vanuire",,cação
EE JOÃO SIMÕES NETO,São Paulo,Bauru,School,"Rua Josefina Francisco Malaquine, Santa Tereza",,cação
EE JOAQUIM D’MICHIELLI,São Paulo,Bauru,School,"Rua Dr. Bernardino Tranchese, 2-51 Cruzeiro do Sul",,cação
EE JOAQUIM RODRIGUES MADUREIRA,São Paulo,Bauru,School,"Praça das Orquídeas, 1-06, P. Vista Alegre",,cação
EE JOSÉ AP. GUEDES DE AZEVEDO,São Paulo,Bauru,School,"Rua Olavo Bilac, 12-40, Bela Vista",,cação
EE JOSÉ RANIERI,São Paulo,Bauru,School,"Rua Engº Xerxes dos Santos, 12-40 P. Hipódromo",,cação
EE JOSÉ VIRANDA,São Paulo,Bauru,School,"Rua Fortunato Resta, 8-10, Jardim Faria",,cação
EE LUIZ BRAGA,São Paulo,Bauru,School,"Rua Dr. Fuás de Mattos Sabino, 16-56 Jardim Europa",,cação
EE LUIZ CARLOS GOMES,São Paulo,Bauru,School,"Rua João Abdelnur Abrahão, 1-10 Vila Dutra",,cação
EE LUIZ CASTANHO DE ALMEIDA,São Paulo,Bauru,School,"Rua Campos Salles, 11-22, Vl. Falcão",,cação
EE LUIZ ZUIANI,São Paulo,Bauru,School,"Rua Aviador Gomes Ribeiro, 34-60 Parque São Jorge",,cação
EE MAJOR FRAGA,São Paulo,Bauru,School,"Rua Carmelo Zamataro, 2-64, Tibiriçá",,cação
EE MARIA AP. MASCHIETO OKASAKI,São Paulo,Bauru,School,Rua Angelo Pascoal 2-51 Vânia Maria,,cação
EE MARIA EUNICE BORGES AUTO JARAGUÁ,São Paulo,Bauru,School,"Rua Juvenal Bastos, 5-15 Pq. Jaraguá",,cação
EE MARTHA AP. H. BARBOSA,São Paulo,Bauru,School,"Rua Sargº José dos Santos, 12-13, Nova Esperança",,cação
EE MERCEDES PAES BUENO,São Paulo,Bauru,School,"Rua Xingu, 7-46, Higienópolis",,cação
EE MORAIS PACHECO,São Paulo,Bauru,School,"Rua Primeiro de Maio, 16-10, Parque Boa Vista",,cação
EE PLÍNIO FERRAZ,São Paulo,Bauru,School,"Rua Riachuelo, 8-41, Vila Razuk",,cação
EE POUSADA DA ESPERANÇA,São Paulo,Bauru,School,"Rua José dos Santos Garcia qd. 2, Pousada da Esperança",,cação
EE SALVADOR FILARDI,São Paulo,Bauru,School,"Rua Irene Pregnolato Pinto Nogueira, 1-50 Vila Industrial",,cação
EE SEBASTIANA VALDIRIA P. DA SILVA,São Paulo,Bauru,School,"Rua Carlos Pereira Bicudo, 2-80, Parque Jaraguá",,cação
EE SILVÉRIO SÃO JOÃO,São Paulo,Bauru,School,"Rua Antonio Xavier de Mendonça, 5-35 V. Universitária",,cação
EE STA EDWIRGES (MA AP MASCHIETO OKAZAKI),São Paulo,Bauru,School,"Rua Ângelo Pascoal, 2-51, Vânia Maria",,cação
EE STELA MACHADO,São Paulo,Bauru,School,"Rua Wenceslau Braz, 15-73, Vila Pacífico",,cação
EE SUELI AP. SÉ ROSA,São Paulo,Bauru,School,"Rua Robelio Bonora, 2-35, Bauru I",,cação
EE TANGARAS,São Paulo,Bauru,School,"Rua Francisco Mandaliti, Q. 09, Tangaras",,cação
EE TORQUATO MINHOTO,São Paulo,Bauru,School,"Rua Silva Jardim, 11-22, Bela Vista",,cação
EE VERA CAMPAGNANI,São Paulo,Bauru,School,"Rua São Valentin, 3-30, Jardim Redentor",,cação
EE WALTER BARRETO MELCHERT,São Paulo,Bauru,School,"Rua José Fazzio, 1-50, Octávio Rasi",,cação
EMEF ALZIRA CARDOSO,São Paulo,Bauru,School,"Rua Orozimbo Florêncio Figueiredo, 4-45 Chapadão",,cação
EMEF CLAUDETE DA SILVA VECCHI,São Paulo,Bauru,School,"Rua Urias Baptista, 4-20 Pq. Viaduto",,cação
EMEF CÔNEGO ANÍBAL DIFRANCIA,São Paulo,Bauru,School,"Alameda Manoel Figueiredo, 120 Pq. São Geraldo",,cação
EMEF DIRCE BOEMER G. AZEVEDO,São Paulo,Bauru,School,"Rua João Poleti, 3-54, Vila Guedes de Azevedo",,cação
EMEF ETELVINO MADUREIRA,São Paulo,Bauru,School,Rua Severino Dantas de Souza Jd. Florida,,cação
EMEF GERALDO ARONE,São Paulo,Bauru,School,"Rua João Prudente Sobrinho, 9-05 Fortunato R. Lima",,cação
EMEF IVAN ENGLER DE ALMEIDA,São Paulo,Bauru,School,"Av. Maria Ranieri, 4-30 Jd. Vitoria",,cação
EMEF JOSÉ FRANCISCO JUNIOR,São Paulo,Bauru,School,"Rua João Borges, 2-30 Jd. Progresso",,cação
EMEF JOSÉ ROMÃO,São Paulo,Bauru,School,"Rua Pedro de Castro Pereira, 8-20 Nova Bauru",,cação
EMEF LIDIA ALEXANDRINA CURY,São Paulo,Bauru,School,"Rua Anthero Donnini,1-125 Geisel",,cação
EMEF LOURDES DE OLIVEIRA COLNAGHI,São Paulo,Bauru,School,"Rua Eng° João B. Pacheco Fantin, 3-20 José Regino",,cação
EMEF MARIA CHAPARRO COSTA,São Paulo,Bauru,School,"Alameda Urano, 5-38 Santa Edwirges",,cação
EMEF NACILDA DE CAMPOS,São Paulo,Bauru,School,"Rua Joaquim Marciano, 5-39 V. Garcia",,cação
EMEF SANTA MARIA,São Paulo,Bauru,School,"Rua Assumpção, 2-11. Nova Santa Luzia",,cação
EMEF TERESA TARZIA,São Paulo,Bauru,School,"Rua Antonio Montebugnoli, 6-32 Nobuji Nagasawa",,cação
EMEF WALDOMIRO FANTINI,São Paulo,Bauru,School,"Rua Primo Pegoraro, 2-45, Pq. Santa Cândida",,cação
EMEI ANTONIO GUEDES DE AZEVEDO,São Paulo,Bauru,School,"Rua Antonio Gasparine, 1-31 Jardim Ferraz",YES,cação
EMEI ARACY PELLEGRINA BRAZOLOTO,São Paulo,Bauru,School,"Rua José Neves Soriano, 4-60 Vila Dutra",YES,cação
EMEI CARLOS GOMES PEIXOTO DE MELLO,São Paulo,Bauru,School,"Rua Carmo Bartolotti, 3-30 Jardim Vânia Maria",YES,cação
EMEI CATARINA PAULUCCI SILVA,São Paulo,Bauru,School,"Rua Benedito Raimundo de Mattos, Q.3 Vila São Paulo",YES,cação
EMEI DORIVAL TEIXEIRA DE GODOY,São Paulo,Bauru,School,"Rua Luiz Boneti, 1-260 Jardim Pagani",YES,cação
EMEI EDNA KANLA FAINA,São Paulo,Bauru,School,"Alameda dos Heliotrópos, 7-35 Parque Vista Alegre",YES,cação
EMEI FLORIPES SILVEIRA DE SOUZA,São Paulo,Bauru,School,"Rua João Guedes, 1-80 Edson Francisco da Silva",YES,cação
EMEI FRANCISCO GABRIELE NETO,São Paulo,Bauru,School,"Rua Cuba, 7-80 Vila Independência",YES,cação
EMEI JAYME BICHUSKY,São Paulo,Bauru,School,"Rua Joaquim Felipe de Mello, 2-33 Jardim Godoy",YES,cação
EMEI JOSÉ GORI,São Paulo,Bauru,School,"Rua Carlos Pereira Bicudo, 4-130 Pq. Jaraguá",YES,cação
EMEI LEILA DE FÁTIMA CASSAB,São Paulo,Bauru,School,"Av. Cruzeiro do Sul, 13-15 Jardim Cruzeiro do Sul",YES,cação
EMEI LIONS CLUB,São Paulo,Bauru,School,Rua Silva Jardim 11-80 Bela Vista,YES,cação
EMEI Mª ROSA DA CONCEIÇÃO LIMA,São Paulo,Bauru,School,"Rua Anthero Donini, 1-115 Pres. Geisel",YES,cação
EMEI MAGDALENA P.S.MARTHA,São Paulo,Bauru,School,"Rua Maria Elisa Nogueira, Q.1 Mary Dota",YES,cação
EMEI MANOEL ALMEIDA BRANDÃO,São Paulo,Bauru,School,"Rua Bernardino de Campos, 6-68 Vila Falcão",YES,cação
EMEI MARIA ELIZABETH CAMILO DE PÁDUA,São Paulo,Bauru,School,"Rua Maria Colonhesi, s/nº Gasparine",YES,cação
EMEI MIRIAN AP. DE OLIVEIRA,São Paulo,Bauru,School,"Rua Luiz Carlos M.Balaminuth, 2-27 Fortunato Rocha Lima",YES,cação
EMEI NIDOVAL REIS,São Paulo,Bauru,School,"Rua Luiz Bortolieiro Neto, 1-49 Edmundo Coube",YES,cação
EMEI ORLANDO SILVEIRA MARTINS,São Paulo,Bauru,School,"Rua Valdemir Nunes Medeiros, 4-100 Santa Luzia",YES,cação
EMEI ROSÂNGELA V. M. CARVALHO,São Paulo,Bauru,School,"Rua Orlando Ranieri, 7-38 Jardim Marambá",YES,cação
EMEI VALÉRIA DALVA DE AGUSTINHO,São Paulo,Bauru,School,"Rua Carlos Eduardo Gomes, Q.06, Jardim Ivone",YES,cação
EMEI VALÉRIA DE OLIVEIRA ASENJO,São Paulo,Bauru,School,"Rua Joaquim Gonçalves Soriano, 6-25 Pousada Esperança",YES,cação
EMEI VERA LUCIA CURY SAVI,São Paulo,Bauru,School,"Rua Sargento Manoel Inojosa, 3-59 Nova Esperança",YES,cação
EMEII ABIGAIL FLORA HORTA,São Paulo,Bauru,School,"Rua Ponciano Ferreira de Menezes, Q.6",YES,cação
EMEII AIDA TIBIRIÇÁ BORRO,São Paulo,Bauru,School,"Rua Major Fonseca Osório, 4-60 Vila Antártica",YES,cação
EMEII ANTONIO DAIBEM,São Paulo,Bauru,School,"Rua Carmo Bartolotti, Q.6 s/nº Vânia Maria",YES,cação
EMEII APARECIDA PEZZATTO,São Paulo,Bauru,School,"Rua Edson Rodrigues Pitta, 2-49, Vila Rocha",YES,cação
EMEII ARLINDO BOEMER GUEDES DE AZEVEDO 1,São Paulo,Bauru,School,Alameda Cártago qd 06 Parque Santa Edwirges,YES,cação
EMEII ARLINDO BOEMER GUEDES DE AZEVEDO 2,São Paulo,Bauru,School,"Alameda Júpiter, 10-25, Parque Santa Edwirges",YES,cação
EMEII CARLOS CORREA VIANA,São Paulo,Bauru,School,"Rua Marieta França, 8-76 Jd. Gerson França",YES,cação
EMEII CHAPEUZINHO,São Paulo,Bauru,School,"Rua Tamandaré, 29-74 V. Ipiranga",YES,cação
EMEII DALVA DE FREITAS,São Paulo,Bauru,School,"Rua João Borges, 2-60 Jardim Progresso",YES,cação
EMEII ETELVINA ARAUJO ALMEIDA,São Paulo,Bauru,School,"Rua Julio Simões, 2-45 Vila Garcia",YES,cação
EMEII FRANCISCO GUEDES BOMBINI (JD. NICÉIA),São Paulo,Bauru,School,"Rua André Luiz dos Santos, 1-111, Jd. Nicéia",YES,cação
EMEII GARIBALDO,São Paulo,Bauru,School,"Praça dos Viajantes, s/nº Jardim Santana",YES,cação
EMEII GASPARZINHO,São Paulo,Bauru,School,Rua Gerson França 9-70 Centro,YES,cação
EMEII GILDA DOS SANTOS IMPROTA,São Paulo,Bauru,School,"Rua Antonio Bortone, 1-140 José Regino",YES,cação
EMEII GISELI MARIE S.PINTO SAVI,São Paulo,Bauru,School,Rua Alfredo Rodrigues de Souza Q.13 – Vila Celina,YES,cação
EMEII GLÓRIA CRISTINA MELLO LIMA,São Paulo,Bauru,School,"Rua Agenor Meira, 18-58 - Jardim Estoril",YES,cação
EMEII HORÁCIO GONÇALVES PAULA,São Paulo,Bauru,School,"Rua José Sbeghen, 1-115 Vila Tecnológica",YES,cação
EMEII HUBERT RADMARKES,São Paulo,Bauru,School,"Rua dos Enfermeiros, s/nº Gasparine",YES,cação
EMEII IARA CONCEIÇÃO VICENTI,São Paulo,Bauru,School,"Rua Zoraide Ribeiro Buzo, Q.3 Jardim Chapadão",YES,cação
EMEII IRENE FERREIRA CHERMONT,São Paulo,Bauru,School,"Alameda dos Crisântemos, Q.5 Parque Vista Alegre",YES,cação
EMEII ISAAC PORTAL ROLDAN,São Paulo,Bauru,School,Rua Carlos Gomes Camargo 3-81 Octavio Rasi,YES,cação
EMEII JOÃO MARINGONI,São Paulo,Bauru,School,"Rua Padre Nóbrega,17-42 Vila Camargo",YES,cação
EMEII JOSÉ TOLEDO FILHO - CAIC,São Paulo,Bauru,School,"Rua Sargento José dos Santos, Q.12 – Nova Esperança",YES,cação
EMEII LEILA BERRIEL AIDAR,São Paulo,Bauru,School,"Rua Afonso Pena, 15-30 Vila Seabra",YES,cação
EMEII LILIAN AP. HADAD,São Paulo,Bauru,School,"Rua Dezenove, 3-40 Leão XIII",YES,cação
EMEII LUZIA MARIA DAIBEM F. DE ARRUDA,São Paulo,Bauru,School,Rua Luiz Marcilio Bernardo 03-160 Nobuji Nagasawa,YES,cação
EMEII LUZIA TEREZINHA O. BRAGA,São Paulo,Bauru,School,"Av. das Bandeiras, 12-50 Vl. Industrial",YES,cação
EMEII MADRE TEREZA CALCUTÁ,São Paulo,Bauru,School,"Rua Maria José Silvério dos Santos, 2-35 Bauru XXII",YES,cação
EMEII MÁRCIA ALMEIDA BIGHETTI,São Paulo,Bauru,School,"Rua Adauto de Carvalho, 1-180 Mary Dota",YES,cação
EMEII MÁRCIA ANDALÓ,São Paulo,Bauru,School,"Al. Demóstenes, 10-45 P. Roosevelt",YES,cação
EMEII MÁRCIA ERNESTA,São Paulo,Bauru,School,"Rua Benedito José Teixeira, Q.1 Pq Roosevelt",YES,cação
EMEII MARIA ALICE SEABRA,São Paulo,Bauru,School,"Rua João de Góes M. Sayão Neto, 5-39 V. Industrial",YES,cação
