Destinatário,Estado,Município,Tipo,Endereço,Educação infantil,Cação/anjo
CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL (CREAS),Espírito Santo,Piúma,Serviços sociais,"Rua Gérson Passos Martins, 58 - Bairro Acaiaca, Piúma - ES",,cação
ABELARDO MARQUES DA SILVA,São Paulo,Santana de Parnaíba,Escolas,"Rua Alagoas, 150",,cação
ADRIANO TEIXEIRA DE SANTANA,São Paulo,Santana de Parnaíba,Escolas,"Av. Moacir da Silveira, 854",,cação
ALGODÃO DOCE - ED. INFANTIL - PRÉ,São Paulo,Santana de Parnaíba,Escolas,"Rua Lua Cheia, 40",Sim,cação
ANA SERRA DE FREITAS,São Paulo,Santana de Parnaíba,Escolas,"Rua Tainha, 10",,cação
ANDRÉ FERNANDES,São Paulo,Santana de Parnaíba,Escolas,"Rua Astronauta, s/n°",,cação
AQUARELA,São Paulo,Santana de Parnaíba,Escolas,"Av. das Conchas, 180",,cação
AURÉLIO GIANINI TEIXEIRA,São Paulo,Santana de Parnaíba,Escolas,"Rua China, 54",,cação
AYRTON SENNA DA SILVA,São Paulo,Santana de Parnaíba,Escolas,"Rua Venezuela, s/n°",,cação
BALÃO MÁGICO,São Paulo,Santana de Parnaíba,Escolas,"Rua Mundo, s/n°",,cação
BEIJA-FLOR,São Paulo,Santana de Parnaíba,Escolas,"Rua Natal, 111",,cação
BEM-TE-VI,São Paulo,Santana de Parnaíba,Escolas,"Rua Mauro, 674",,cação
C.M. DO BAIRRO CHÁCARA DAS GARÇAS,São Paulo,Santana de Parnaíba,Escolas,"Rua dos Pelicanos, s/n°",Sim,cação
C.M. DO BAIRRO CHÁCARA SOLAR,São Paulo,Santana de Parnaíba,Escolas,"Rua Vênus, s/n°",,cação
C.M. DO BAIRRO CRISTAL PARK,São Paulo,Santana de Parnaíba,Escolas,"Rua Domingos Fernandes, s/n°",,cação
C.M. DO BAIRRO DO SÍTIO DO ROSÁRIO,São Paulo,Santana de Parnaíba,Escolas,"Est. Municipal Santo André, s/n°",,cação
C.M. DO BAIRRO JD. SÃO LUÍS,São Paulo,Santana de Parnaíba,Escolas,"Avenida Brasil, s/n°",,cação
C.M. DO BAIRRO RANCHO ALEGRE,São Paulo,Santana de Parnaíba,Escolas,"Rua Colorado, s/n°",,cação
C.M. DO BAIRRO VOTUPARIM,São Paulo,Santana de Parnaíba,Escolas,"Rua Angelina Negri Gilli, s/n°",,cação
CARLOS DRUMMOND DE ANDRADE,São Paulo,Santana de Parnaíba,Escolas,"Rua Órbita, 182",,cação
CARROSSEL DOURADO,São Paulo,Santana de Parnaíba,Escolas,"Av. das Conchas, 771",,cação
CIRANDA,São Paulo,Santana de Parnaíba,Escolas,"Rua Maranhão, 224",,cação
CORA CORALINA,São Paulo,Santana de Parnaíba,Escolas,"Rua Joaquim Teixeira, 418",,cação
CURUMIM I,São Paulo,Santana de Parnaíba,Escolas,"Rua Anhembi, 194",,cação
DÉBORA REGINA DOS SANTOS,São Paulo,Santana de Parnaíba,Escolas,"Rua Mundo, s/n°",,cação
DEP. ULYSSES SILVEIRA GUIMARÃES,São Paulo,Santana de Parnaíba,Escolas,"Rua do Gavião, 179",,cação
DONA CELINA DA COSTA MACHADO SILVA,São Paulo,Santana de Parnaíba,Escolas,"Rua Constantinopla, 909",,cação
DR. ÁLVARO RIBEIRO,São Paulo,Santana de Parnaíba,Escolas,"Rua Veneza, 377",,cação
DR. PAULO OCTÁVIO BOTELHO,São Paulo,Santana de Parnaíba,Escolas,"Av. Fortunato Camargo, 2000",,cação
DR. SEBASTIÃO FLORÊNCIO DE ATHAYDE,São Paulo,Santana de Parnaíba,Escolas,"Estrada São João, 119",,cação
DRA ZILDA ARNS NEWMAN,São Paulo,Santana de Parnaíba,Escolas,"Rua Gabriel Jorge Salomão, 467",,cação
EDUCADOR PAULO FREIRE,São Paulo,Santana de Parnaíba,Escolas,"Rua da Fartura, 1001",,cação
ETEC - BARTOLOMEU,São Paulo,Santana de Parnaíba,Escolas,"Estrada Tenente Marques, S/N",,cação
ETEC - ERMELINDA,São Paulo,Santana de Parnaíba,Escolas,"R. Fernão Dias Falcão, 196",,cação
GEORGINA DE ANDRADE NADALINI,São Paulo,Santana de Parnaíba,Escolas,"Estr. Velocino de A. Bastos, 71",,cação
GOV. ANDRÉ FRANCO MONTORO,São Paulo,Santana de Parnaíba,Escolas,"Rua do Zodíaco, 17",,cação
GOV. MÁRIO COVAS JÚNIOR,São Paulo,Santana de Parnaíba,Escolas,"Rua das Bananeiras, 1445",,cação
HOLMES VILLAR,São Paulo,Santana de Parnaíba,Escolas,"Estrada Polidoro, 175",,cação
JOÃO DE BARRO,São Paulo,Santana de Parnaíba,Escolas,"Rua D’ Alessandro Carmine, 222",,cação
"JOSÉ SOARES DOS SANTOS ""SR. DECA""",São Paulo,Santana de Parnaíba,Escolas,"Rua Diamante, 95",,cação
LUIZ CARLOS BARBOSA,São Paulo,Santana de Parnaíba,Escolas,"Rua Cândido Portinari, 360",,cação
MAGIA DAS CORES,São Paulo,Santana de Parnaíba,Escolas,"Rua Eldorado, s/n°",,cação
MANOEL JACOB CREMM,São Paulo,Santana de Parnaíba,Escolas,"Estrada do Ingai, 1620",,cação
MARIA CLARA MACHADO,São Paulo,Santana de Parnaíba,Escolas,"Rua Aquilino de Moraes, 105",,cação
MARIA FERNANDES MACHADO DE OLIVEIRA,São Paulo,Santana de Parnaíba,Escolas,"Rua Rubi, 330",,cação
MARIA IZABEL FERNANDES BARBOZA,São Paulo,Santana de Parnaíba,Escolas,"Rua Estrela D'alva, 659",,cação
MONTANHA ENCANTADA,São Paulo,Santana de Parnaíba,Escolas,"Rua dos Caquizeiros, 45",,cação
MONTEIRO LOBATO,São Paulo,Santana de Parnaíba,Escolas,"Rua Honduras, 287",,cação
NORBERTO REGINALDO ROCHA,São Paulo,Santana de Parnaíba,Escolas,"Rua Peru, 102",,cação
PADRE ANACLETO DE CAMARGO,São Paulo,Santana de Parnaíba,Escolas,"Rua Di Cavalcanti, 888",,cação
PADRE GREGOR KARL LUTZ,São Paulo,Santana de Parnaíba,Escolas,"Rua Zacarias, 730",,cação
PAPA JOÃO PAULO II,São Paulo,Santana de Parnaíba,Escolas,"Rua Tainha, 29",,cação
PINGO DE GENTE - ED. INFANTIL - PRÉ,São Paulo,Santana de Parnaíba,Escolas,"Rua dos Caquizeiros, 11",Sim,cação
PREF. BERNARDINO MARQUES DA SILVA,São Paulo,Santana de Parnaíba,Escolas,"Rua do Gavião, 360",,cação
PREF. JOÃO JOSÉ DE OLIVEIRA,São Paulo,Santana de Parnaíba,Escolas,"Rua Espacial, 105",,cação
PRES. JUSCELINO KUBITSCHEK DE OLIVEIRA,São Paulo,Santana de Parnaíba,Escolas,"Rua Curitiba, 179",,cação
PRES. TANCREDO ALMEIDA NEVES,São Paulo,Santana de Parnaíba,Escolas,"Av. Moacir da Silveira, 898-A",,cação
PROF. ALDÔNIO RAMOS TEIXEIRA,São Paulo,Santana de Parnaíba,Escolas,"Rua Gêmeos, 50",,cação
PROF. IMÍDEO GIUSEPPE NÉRICI,São Paulo,Santana de Parnaíba,Escolas,"Rua Gabriel Jorge Salomão, 13-C",,cação
PROF. JOÃO SANT'ANNA,São Paulo,Santana de Parnaíba,Escolas,"Rua Angelina Negri Gilli, s/n°",,cação
PROFª ALBA DE MELLO BONILHA,São Paulo,Santana de Parnaíba,Escolas,"Rua Nelson Piccinini Miguel, 10",,cação
PROFª ANA APARECIDA SANT'ANNA,São Paulo,Santana de Parnaíba,Escolas,"Av. das Conchas, 151",,cação
PROFª BENEDITA ODETTE DE MORAIS SAVOIA,São Paulo,Santana de Parnaíba,Escolas,"Rua Espanha, 516",,cação
PROFª CARLOS ALBERTO SIQUEIRA,São Paulo,Santana de Parnaíba,Escolas,"Rua Sorocaba, 02",,cação
PROFª DAISY MORAES CHAVES NICOLAS,São Paulo,Santana de Parnaíba,Escolas,"Estr. Mun. Sítio Moinho, 421",,cação
PROFª EMÍLIA GIL D' ASSUMÇÃO,São Paulo,Santana de Parnaíba,Escolas,"Rua John Graz, 131",,cação
PROFª HELENA CHAVES DEMANGE,São Paulo,Santana de Parnaíba,Escolas,"Rua Flora, 10",,cação
PROFª HORTÊNCIA ALVES DOS SANTOS,São Paulo,Santana de Parnaíba,Escolas,"Rua Piauí, 287",,cação
PROFª LEDA CAIRA,São Paulo,Santana de Parnaíba,Escolas,"Rua Marica Marques, 260",,cação
PROFª MARIA APPARECIDA DE MIRANDA,São Paulo,Santana de Parnaíba,Escolas,"Estr. do Polidoro, 220",,cação
PROFª RICARDA DOS S. BRANCO,São Paulo,Santana de Parnaíba,Escolas,"Rua Via Láctea, 55",,cação
PROFª RUTH DE AZEVEDO SILVA RODRIGUES,São Paulo,Santana de Parnaíba,Escolas,"Rua México, 71",,cação
RAIO DE SOL - ED. INFANTIL - PRÉ,São Paulo,Santana de Parnaíba,Escolas,"Av. Brasil, 514",Sim,cação
SECRETARIA MUNICIPAL DE EDUCAÇÃO,São Paulo,Santana de Parnaíba,Escolas,"Rua Prof. Edgar de Moraes, 150",,cação
SENADOR TEOTÔNIO VILELA,São Paulo,Santana de Parnaíba,Escolas,"Rua Órbita, 954",,cação
SETE ANÕES - ED. INFANTIL - PRÉ,São Paulo,Santana de Parnaíba,Escolas,"Rua Ernesto de Fiori, s/n°",Sim,cação
SETOR DE MERENDA ESCOLAR,São Paulo,Santana de Parnaíba,Escolas,"Estrada Tenente Marques, 5431",,cação
TEN. GAL. GASPAR DE GODOI COLAÇO,São Paulo,Santana de Parnaíba,Escolas,"Rua Cel. Raimundo, 32",,cação
TOM JOBIM,São Paulo,Santana de Parnaíba,Escolas,"Av. Marcos Penteado U. Rodrigues, 820",,cação
VER. REINALDO ASCÉNCIO SANTOS FERREIRA,São Paulo,Santana de Parnaíba,Escolas,"Av. Itayê, 500",,cação
CMEI INTEGRAL ALDA LUCHINI VIAL,São Paulo,Votorantim,Escolas,"Rua: Isaac Mendes, 89 – Ângelo Vial",Sim,cação
CMEI INTEGRAL ANTÔNIA ROSÁRIO SANTOS,São Paulo,Votorantim,Escolas,"Rua: Renato Araújo, 59 – Jd. Araújo",Sim,cação
CMEI INTEGRAL CARMELA GUARIGLIA RAMOS,São Paulo,Votorantim,Escolas,"Rua: Cantídio de Souza, 44 – Vila Galli",Sim,cação
CMEI INTEGRAL CECÍLIA FERNANDA A. PACHECO,São Paulo,Votorantim,Escolas,"Travessa Antonio Aparecido Ferraz, s/n° - Jd. Tatiana",Sim,cação
CMEI INTEGRAL CLÉLIA CARRARA,São Paulo,Votorantim,Escolas,"Rua: João Andre Filho, s/n° - Real Parque",Sim,cação
CMEI INTEGRAL ESTER AGAR DA FONSECA FÉLIX,São Paulo,Votorantim,Escolas,"Rua: Venísia dos Santos Albertoni, s/n° - Vila Ondina",Sim,cação
CMEI INTEGRAL FELIPPE KALIL,São Paulo,Votorantim,Escolas,"Rua: Gumercindo Vieira, 56 – Jd. São Luiz",Sim,cação
CMEI INTEGRAL FERNANDA ROSA BUENO,São Paulo,Votorantim,Escolas,"Rua: Antonio Antunes Maciel, 164 – Jd. Maria José",Sim,cação
CMEI INTEGRAL FLÁVIA REGINA L. M. DO CANTO VIANA,São Paulo,Votorantim,Escolas,"Rua: Mercedes Nardy Arcuri, s/n° - Jardim Clarice",Sim,cação
CMEI INTEGRAL FRANCISCO RODRIGUES BENEDITO,São Paulo,Votorantim,Escolas,"Rua: Maria Lázaro Rocha, s/n° - Jd. Primavera",Sim,cação
CMEI INTEGRAL GERALDO BERNARDINO SANTOS,São Paulo,Votorantim,Escolas,"Rua: Zacarias Monteiro de Souza, s/n° - Jd. São Lucas",Sim,cação
CMEI INTEGRAL GISELLE FREITAS XAVIER - EXTENSÃO DA CMEI MARIA APARECIDA FERRATO,São Paulo,Votorantim,Escolas,"Rua: Sérgio Sales, s/n° - Jd. Santo Antônio",Sim,cação
CMEI INTEGRAL ISMAEL PEREIRA DE CAMARGO,São Paulo,Votorantim,Escolas,"Rua: Victoria Zanchetta, s/n° - Promorar",Sim,cação
CMEI INTEGRAL JARDIM SERRANO II – EXTENSÃO DA CMEI CARMELA GUARIGLIA RAMOS,São Paulo,Votorantim,Escolas,"Rua: Pedro Nunes, s/n° - Jd. Serrano II",Sim,cação
CMEI INTEGRAL JOSÉ BERNARDO,São Paulo,Votorantim,Escolas,"Avenida: Otaviano de Góes Vieira, 200 – São João",Sim,cação
CMEI INTEGRAL JUDITH GAZOLLI CARRARA,São Paulo,Votorantim,Escolas,"Rua: Amália Galan, s/n° - Vila Nova",Sim,cação
CMEI INTEGRAL MARGUERITE GUERRA,São Paulo,Votorantim,Escolas,"Rua: Jesuíno da Costa, 34 – Rio Acima",Sim,cação
CMEI INTEGRAL MARIA JOSÉ SILVA OLIVEIRA,São Paulo,Votorantim,Escolas,"Rua: João Santiago Figueira, 170 – Itapeva",Sim,cação
CMEI INTEGRAL MERCEDES NARDI ARCURI,São Paulo,Votorantim,Escolas,"Rua: Julia Martins Domingues, 95 – Vossoroca",Sim,cação
CMEI INTEGRAL ODAIR CAU,São Paulo,Votorantim,Escolas,"Rua: Isabel Ferreira Coelho, s/n° - Vl. Garcia",Sim,cação
CMEI INTEGRAL OLÍMPIA POZZA BEBER,São Paulo,Votorantim,Escolas,"Rua: Vitório Sanchetta, 225 – Promorar",Sim,cação
CMEI INTEGRAL SÃO VICENTE DE PAULA,São Paulo,Votorantim,Escolas,"Rua: Augusto Jesuíno Bauch, 41 Centro",Sim,cação
CMEI INTEGRAL TERESA ESQUITINI,São Paulo,Votorantim,Escolas,"Rua: José Raimundo da Silva, 03 – Green Valley",Sim,cação
CMEI INTEGRAL TOMÁS MÓBILE NETO,São Paulo,Votorantim,Escolas,"Rua: Oscarlina Tegami, s/n° - Jd. Simone",Sim,cação
CMEI PARCIAL CARMELA DE PAULA CIPULLO,São Paulo,Votorantim,Escolas,"Rua: Horácio Vasconcelos, 76 – Curtume",Sim,cação
CMEI PARCIAL CÉLIA CHIOZOTTO MARINONI,São Paulo,Votorantim,Escolas,"Rua: Joaquim Ferreira, 137 – Rio Acima",Sim,cação
CMEI PARCIAL MARIA APARECIDA FERRATO CAMARGO,São Paulo,Votorantim,Escolas,"Rua: Manoel Vasques Pineda, 344 – Fornazari",Sim,cação
CMEI PARCIAL RAPHAELA RÉSIO CAU,São Paulo,Votorantim,Escolas,"Rua: Carlos Caldini, 300 – Vl. Garcia",Sim,cação
CMEI PARCIAL ROMANA FREDERICO BAUCH,São Paulo,Votorantim,Escolas,"Rua: Dezesseis, s/n° - Novo Mundo",Sim,cação
CMEI PARCIAL ROSA PEREIRA,São Paulo,Votorantim,Escolas,"Rua: Flávio Sampaio, 41 – Promorar",Sim,cação
CMEI PARCIAL SUELI GAZOLLI CAMPOS,São Paulo,Votorantim,Escolas,"Rua: Otávio Rodrigues, s/n° - Jd. Serrano",Sim,cação
EE ALICE ROLIM,São Paulo,Votorantim,Escolas,"Rua: Anália Pereira, s/n° - São Lucas",,cação
EE ANTONIETA FERRARESE,São Paulo,Votorantim,Escolas,"Rua: Matuzo Matuchima, 180 – São Luiz",,cação
EE ARMANDO RIZZO,São Paulo,Votorantim,Escolas,"Rua: Renato Araújo, 381 – Rio Acima",,cação
EE AZARIAS MENDES,São Paulo,Votorantim,Escolas,"Rua: José Dolis, 53 – Jd. Clarice",,cação
EE CEEJA,São Paulo,Votorantim,Escolas,"Rua: Pedro Trinca, 66 – Jd. Icatu",,cação
EE CLOTILDE BELINE CAPITANI,São Paulo,Votorantim,Escolas,"Rua: Roque Martins de Paula, 105 – Jd. Archila",,cação
EE COMENDADOR PEREIRA IGNÁCIO,São Paulo,Votorantim,Escolas,"Avenida: Santo Antônio, 665 – Barra Funda",,cação
EE DANIEL VERANO,São Paulo,Votorantim,Escolas,"Rua: Carlos Luvison, 180 – Pq. Bela Vista",,cação
EE ETEC PROF. ELIAS MIGUEL JÚNIOR,São Paulo,Votorantim,Escolas,"Rua: Irmã Ferrarezi, s/n° - Votocel",,cação
EE EVILÁZIO DE GÓES VIEIRA,São Paulo,Votorantim,Escolas,"Av.: Cristiano Vieira Pedrico, s/n° - Jd. Bandeirantes",,cação
EE PEDRO AUGUSTO RANGEL,São Paulo,Votorantim,Escolas,"Av.: Pedro Augusto Rangel, 1641 – Vila Nova",,cação
EE SÃO MATEUS,São Paulo,Votorantim,Escolas,"Rua: Antonio Conceição Carvalho, s/n° - São Mateus",,cação
EE SELMA MARIA MARTINS CUNHA,São Paulo,Votorantim,Escolas,"Rua: Antônio Aparecido Ferraz, s/n° - Jd. Tatiana",,cação
EE SENADOR JOSÉ E. DE MORAES,São Paulo,Votorantim,Escolas,"Rua: Ítala S. Mora, 381 – Votocel",,cação
EE WILSON PRESTES MIRAMONTES,São Paulo,Votorantim,Escolas,"Rua: Levante Santucci, s/n° - Pq. Jataí",,cação
EMEF ABIMAEL CARLOS DE CAMPOS,São Paulo,Votorantim,Escolas,"Av.: Luís do Patrocínio Fernandes, 641- Rio Acima",,cação
EMEF ANTONIO VICENTE BERNARDI,São Paulo,Votorantim,Escolas,"Rua: José Alarcon, 140 – Jd. Archila",,cação
EMEF DIDES CRISPIM DE A. ANTÔNIO,São Paulo,Votorantim,Escolas,"Rua: Mário Nieri, 144 – Vila Garcia",,cação
EMEF IZABEL FERREIRA COELHO,São Paulo,Votorantim,Escolas,"Rua: José Gori, s/n° - Rio Acima",,cação
EMEF JOÃO FERREIRA DA SILVA,São Paulo,Votorantim,Escolas,"Rua: Ângelo Bruno, 123 – Itapeva",,cação
EMEF LAURO ALVES LIMA,São Paulo,Votorantim,Escolas,"Rua: Caetano Correia da Silva, 33 – Jd. Serrano",,cação
EMEF MARIA DO ROSÁRIO ARCURI O. CAMPOS,São Paulo,Votorantim,Escolas,"Rua: Pedro Nunes, 271 - Jd. Serrano II",,cação
EMEF MARIA LUIZA JACOWICZ,São Paulo,Votorantim,Escolas,"Rua: Paschoal Jeônimo Fornazari, 465 – Fornazari",,cação
EMEF MERCEDES SANTUCCI,São Paulo,Votorantim,Escolas,"Rua: Pedro Ferreira de Souza, s/n° - Jd. Novo Mundo",,cação
EMEF OSCAR BENTO MARIANO,São Paulo,Votorantim,Escolas,"Rua: Sete, 123 – Jd. Tatiana",,cação
EMEF SUELI DA SILVA PAULA,São Paulo,Votorantim,Escolas,"Rua: Laila Gallep Sacker, 25 – Barra Funda",,cação
EMEF WALTER ROCHA DE CAMARGO,São Paulo,Votorantim,Escolas,"Rua: Odete Gori Bicudo, 800 – Promorar",,cação
EMEIF ANTÔNIO MARCIANO,São Paulo,Votorantim,Escolas,"Rua: Sete de Setembro, s/n° - Pq. Bela Vista",Sim,cação
EMEIF AURORA FONTES,São Paulo,Votorantim,Escolas,"Rua: Orlando Latance, 140 – Vl Nova Votorantim",Sim,cação
EMEIF BETTY SOUZA OLIVEIRA,São Paulo,Votorantim,Escolas,"Avenida: Santos Dumont, 1450 – Vossoroca",Sim,cação
EMEIF CÂNDIDO DOS SANTOS,São Paulo,Votorantim,Escolas,"Rua: Antonio Pereira Almeida, 27 – Green Valley",Sim,cação
EMEIF CÉLIA PIERONI,São Paulo,Votorantim,Escolas,"Rua: Antonio Antunes de Assis, - Itapeva",Sim,cação
EMEIF EDITH MAGANINI,São Paulo,Votorantim,Escolas,"Rua: João Carlos de Campos, 359 – Vossoroca",Sim,cação
EMEIF EUGÊNIA MARIA DA SILVEIRA,São Paulo,Votorantim,Escolas,"Rua: Anézia Pereira do Nascimento, 109 – Jd. Tatiana",Sim,cação
EMEIF GERSON SOARES DE ARRUDA,São Paulo,Votorantim,Escolas,"Rua: Mauro de Almeida Barros, s/n° - São João",Sim,cação
EMEIF GILBERTO DOS SANTOS,São Paulo,Votorantim,Escolas,"Rua: Luís Frias, 79 – Pq. Jataí II",Sim,cação
EMEIF HELENA PEREIRA DE MORAES,São Paulo,Votorantim,Escolas,"Avenida: Newton Vieira Soares, 291 – Centro",Sim,cação
EMEIF IZABEL FERNANDES PEDROSO,São Paulo,Votorantim,Escolas,"Rua: Lourenço Mouro, 298 – Jd. São Lucas",Sim,cação
EMEIF LUCINDA RODRIGUES P. IGNÁCIO,São Paulo,Votorantim,Escolas,"Rua: Hortência Maciel Camargo, 154 – Pq. Morumbi",Sim,cação
EMEIF MARIA HELENA DE MOARES SCRIPILLITTI,São Paulo,Votorantim,Escolas,"Rua: Eugênio Ildefonso, 111 – Votocel",Sim,cação
EMEIF PARIZETE JORDÃO BRESSANE,São Paulo,Votorantim,Escolas,"Rua: Jakes Gonçalves, 154 – Jd. Bandeirantes",Sim,cação
EMEIF PATRÍCIA MARIA DOS SANTOS,São Paulo,Votorantim,Escolas,"Rua: Sete, s/n° - Promorar",Sim,cação
PROGRAMA DE AMPARO AO MENOR (PROAME) ITAPEVA,São Paulo,Votorantim,Serviços sociais,"Rua: Antunes de Assis, 35 – Itapeva",,cação
PROGRAMA DE AMPARO AO MENOR (PROAME) JARDIM CLARICE,São Paulo,Votorantim,Serviços sociais,"Rua: Mercedes Nardi Arcuri, s/n° - Jd. Clarice",,cação
PROGRAMA DE AMPARO AO MENOR (PROAME) PROMORAR,São Paulo,Votorantim,Serviços sociais,"Rua Vitório Sancheta, 325 – Promorar",,cação
PROGRAMA DE AMPARO AO MENOR (PROAME) VILA GARCIA,São Paulo,Votorantim,Serviços sociais,"Rua: Alice Ferrari, 96 – Vila Garcia",,cação
CASA ABRIGO DA MULHER - SARA-M,São Paulo,Campinas,Serviços sociais,endereço sigiloso,,cação
CENTRO MUNICIPAL DE PROTEÇÃO À CRIANÇA E AO ADOLESCENTE – CMPCA,São Paulo,Campinas,Escolas,"Rua Gil Vicente, 533 - Parque Taquaral - Campinas/SP",Sim,cação
RESIDÊNCIA INCLUSIVA RENASCER,São Paulo,Campinas,Serviços sociais,"Rua Paulo Setubal, nº 85 Botafogo - Campinas/SP",,cação
HOSPITAL E MATERNIDADE NOSSA SENHORA APARECIDA,Paraná,Fazenda Rio Grande,Saúde,"Rua Francisco Claudino dos Santos, 430 - Pioneiros",,cação
CORPO DE BOMBEIROS,São Paulo,Bragança Paulista,Outros,"Avenida Doutor Fernando Costa, nº 649 - Vila Municipal - Bragança Paulista-SP",,cação
JUNTA DE SERVIÇO MILITAR DE MARINGÁ,Paraná,Maringá,Militares,"Av. Tuiuti, 180 - Zona 08, Maringá - PR",,cação
HOSPITAL MUNICIPAL DE MARINGÁ,Paraná,Maringá,Saúde,"Av. Arquiteto Nildo Ribeiro da Rocha, 865 - Jardim Ipanema, Maringá - PR",,cação
PALÁCIO IGUAÇU RESTAURANT,Paraná,Curitiba,Outros,"Praça Nossa Senhora de Salette, s/n.º Palácio Iguaçu - Centro Cívico - Curitiba – Paraná",,cação
ESPC - ESCOLA SUPERIOR DE POLICIA CIVIL,Paraná,Curitiba,Escolas,"Rua Tamoios, 1200 - Vila Izabel - Curitiba/PR",,cação
HPM-FUNSAUDE - HOSPITAL DA POLÍCIA MILITAR,Paraná,Curitiba,Saúde,"Avenida Prefeito Omar Sabbag, 894 - Jardim Botânico - Curitiba/PR",,cação
6° COMANDO REGIONAL DA POLÍCIA MILITAR,Paraná,São José dos Pinhais,Militares,"Rua Augustinho Zen - 115 - Silveira da Mota, São José dos Pinhais - PR",,cação
BPRV - BATALHÃO DE POLÍCIA RODOVIÁRIA,Paraná,Curitiba,Militares,"R. Vital Brasil, 500 - Portão CEP 80320-120 - Curitiba - PR",,cação
PMPR-CGPM - COMANDO GERAL DA POLÍCIA MILITAR,Paraná,Curitiba,Militares,"R. Jóquei Clube, 414 - Prado Velho - Curitiba/PR",,cação
CRECHE CENTRAL CANTINHO FELIZ,Paraná,Curitiba,Escolas,"Av. Pref. Lothário Meissner, 350, Jardim Botânico, Curitiba - PR",Sim,cação
2º COMANDO REGIONAL DE POLÍCIA MILITAR,Paraná,Londrina,Militares,"Rua São Pedro, 330 – Vila Siam, Londrina - PR",,cação
11º BATALHÃO DA POLÍCIA MILITAR,Paraná,Campo Mourão,Militares,Av. José Tadeu Nunes - 216 - Jardim Aparecida Campo Mourão - PR,,cação
3º COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR,Paraná,Loanda,Militares,PR 182 - KM 01 Loanda - PR,,cação
4º BATALHÃO DE POLÍCIA MILITAR,Paraná,Maringá,Militares,Rua Mitsuzo Taguchi - 99 - Vila Nova Maringá - PR,,cação
5º COMPANHIA INDEPENDENTE DA POLICIA MILITAR,Paraná,Cianorte,Militares,Av. América - 2212 - Zona do Armazém Cianorte - PR,,cação
8º BATALHÃO DE POLÍCIA MILITAR,Paraná,Paranávaí,Militares,Rua Cel. João Batista Lopes - 252 - Jardim Guanabara Paranavaí - PR,,cação
25º BATALHÃO DE POLICIA MILITAR,Paraná,Umuarama,Militares,Av. Cabo Francisco Damião da Silva - 4810 - Jardim Social Umuarama - PR,,cação
7º BATALHÃO DE POLÍCIA MILITAR,Paraná,Cruzeiro do Oeste,Militares,Av. Sertanópolis - 169 Cruzeiro do Oeste - PR,,cação
BPA - BATALHÃO DA POLÍCIA AMBIENTAL,Paraná,São José dos Pinhais,Militares,"Av. das Torres - 650 - Parque São José, São José dos Pinhais - PR",,cação
UEPG - UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Paraná,Ponta Grossa,Escolas,"Avenida General Carlos Cavalcanti, 4748 - Uvaranas - Ponta Grossa/PR",,cação
5° COMANDO REGIONAL DA POLÍCIA MILITAR,Paraná,Cascavel,Militares,"Av. Tancredo Neves - 1077 - Neva, Cascavel - PR",,cação
CASA MILITAR DO ESTADO DO PARANÁ,Paraná,Curitiba,Militares,"Praça Nossa Senhora de Salette s/n - Centro Cívico, Curitiba - PR",,cação
1° COMANDO REGIONAL DA POLÍCIA MILITAR,Paraná,Curitiba,Militares,"R. Alferes Poli - 2222 - Parolin, Curitiba - PR",,cação
BPGD - BATALHÃO DE POLÍCIA DE GUARDA,Paraná,Curitiba,Militares,Paraná,,cação
BPTRAN - BATALHÃO DE POLÍCIA DE TRÂNSITO,Paraná,Curitiba,Militares,Paraná,,cação
CPE - COMANDO DE POLICIAMENTO ESPECIALIZADO,Paraná,Curitiba,Militares,Paraná,,cação
PMPR-APMG - ACADEMIA POLICIAL MILITAR DO GUATUPÊ - SESP,Paraná,São José dos Pinhais,Militares,"Rodovia BR-277, Km 72 - Guatupê - São José dos Pinhais/PR",,cação
2ª COMPANHIA DO 24º BPM (BATALHÃO DE POLÍCIA DE FRONTEIRA),Paraná,Guaíra,Militares,"Av. Roland do Contôrno, 3593 - Eletrosul, Guaíra - PR",,cação
CICAPD PROFESSOR ALMIR RIBEIRO MADEIRA,Rio de Janeiro,Niterói,Escolas,"Praça Doutor Eneias de. Castro, s/n, Barreto, Niterói/RJ",,cação
CAI PROTÓGENES GUIMARÃES,Rio de Janeiro,Araruama,Serviços sociais,"Rua Protógenes Guimarães, nº 422 – Praça da Bandeira/ Araruama/RJ",,cação
CAI OSWALDO ARANHA,Rio de Janeiro,Barra do Piraí,Serviços sociais,"Rua Barão do Turvo, 4 – Dorândia/ Barra do Piraí/RJ",,cação
10° BATALHÃO DE POLÍCIA MILITAR,Santa Catarina,Blumenau,Militares,"Rua Almirante Tamandaré ,1501, Blumenau/SC",,cação
ABRIGO CASA ELIZA,Santa Catarina,Blumenau,Serviços sociais,Sob sigilo - Blumenau,,cação
ABRIGO MUNICIPAL DE BLUMENAU,Santa Catarina,Blumenau,Serviços sociais,Sob sigilo Blumenau,,cação
ABRIGO NOSSA CASA I,Santa Catarina,Blumenau,Serviços sociais,Sob sigilo Blumenau,,cação
